,Date,Regular,Diesel,date_encoding
0,2022-08-29,3.85,5.06,0.0
1,2022-08-30,3.8414285714285716,5.061428571428571,0.14285714285714285
2,2022-08-31,3.8328571428571427,5.062857142857142,0.2857142857142857
3,2022-09-01,3.8242857142857143,5.064285714285714,0.42857142857142855
4,2022-09-02,3.815714285714286,5.065714285714286,0.5714285714285714
5,2022-09-03,3.8071428571428574,5.067142857142858,0.7142857142857143
6,2022-09-04,3.7985714285714285,5.0685714285714285,0.8571428571428571
7,2022-09-05,3.79,5.07,1.0
8,2022-09-06,3.7800000000000002,5.061428571428571,1.1428571428571428
9,2022-09-07,3.77,5.052857142857143,1.2857142857142858
10,2022-09-08,3.7600000000000002,5.0442857142857145,1.4285714285714286
11,2022-09-09,3.75,5.035714285714286,1.5714285714285714
12,2022-09-10,3.74,5.027142857142857,1.7142857142857142
13,2022-09-11,3.73,5.018571428571429,1.8571428571428572
14,2022-09-12,3.72,5.01,2.0
15,2022-09-13,3.7142857142857144,5.001428571428571,2.142857142857143
16,2022-09-14,3.7085714285714286,4.992857142857143,2.2857142857142856
17,2022-09-15,3.702857142857143,4.984285714285714,2.4285714285714284
18,2022-09-16,3.6971428571428575,4.975714285714286,2.5714285714285716
19,2022-09-17,3.6914285714285717,4.967142857142857,2.7142857142857144
20,2022-09-18,3.685714285714286,4.958571428571429,2.857142857142857
21,2022-09-19,3.68,4.95,3.0
22,2022-09-20,3.6871428571428573,4.942857142857143,3.142857142857143
23,2022-09-21,3.6942857142857144,4.935714285714286,3.2857142857142856
24,2022-09-22,3.7014285714285715,4.928571428571429,3.4285714285714284
25,2022-09-23,3.7085714285714286,4.921428571428572,3.5714285714285716
26,2022-09-24,3.7157142857142857,4.914285714285715,3.7142857142857144
27,2022-09-25,3.722857142857143,4.9071428571428575,3.857142857142857
28,2022-09-26,3.73,4.9,4.0
29,2022-09-27,3.7399999999999998,4.895714285714286,4.142857142857143
30,2022-09-28,3.75,4.8914285714285715,4.285714285714286
31,2022-09-29,3.76,4.887142857142857,4.428571428571429
32,2022-09-30,3.77,4.8828571428571435,4.571428571428571
33,2022-10-01,3.78,4.878571428571429,4.714285714285714
34,2022-10-02,3.79,4.8742857142857146,4.857142857142857
35,2022-10-03,3.8,4.87,5.0
36,2022-10-04,3.817142857142857,4.897142857142857,5.142857142857143
37,2022-10-05,3.834285714285714,4.924285714285714,5.285714285714286
38,2022-10-06,3.8514285714285714,4.951428571428571,5.428571428571429
39,2022-10-07,3.8685714285714283,4.978571428571429,5.571428571428571
40,2022-10-08,3.8857142857142857,5.005714285714285,5.714285714285714
41,2022-10-09,3.9028571428571426,5.032857142857143,5.857142857142857
42,2022-10-10,3.92,5.06,6.0
43,2022-10-11,3.9157142857142855,5.091428571428571,6.142857142857143
44,2022-10-12,3.9114285714285715,5.122857142857143,6.285714285714286
45,2022-10-13,3.907142857142857,5.154285714285714,6.428571428571429
46,2022-10-14,3.902857142857143,5.185714285714286,6.571428571428571
47,2022-10-15,3.8985714285714286,5.217142857142857,6.714285714285714
48,2022-10-16,3.8942857142857146,5.248571428571429,6.857142857142857
49,2022-10-17,3.89,5.28,7.0
50,2022-10-18,3.875714285714286,5.287142857142857,7.142857142857143
51,2022-10-19,3.8614285714285717,5.2942857142857145,7.285714285714286
52,2022-10-20,3.8471428571428574,5.301428571428572,7.428571428571429
53,2022-10-21,3.8328571428571427,5.308571428571429,7.571428571428571
54,2022-10-22,3.8185714285714285,5.315714285714286,7.714285714285714
55,2022-10-23,3.8042857142857143,5.322857142857143,7.857142857142857
56,2022-10-24,3.79,5.33,8.0
57,2022-10-25,3.7857142857142856,5.327142857142857,8.142857142857142
58,2022-10-26,3.7814285714285716,5.324285714285714,8.285714285714286
59,2022-10-27,3.777142857142857,5.321428571428571,8.428571428571429
60,2022-10-28,3.7728571428571427,5.3185714285714285,8.571428571428571
61,2022-10-29,3.7685714285714282,5.315714285714286,8.714285714285714
62,2022-10-30,3.7642857142857142,5.312857142857142,8.857142857142858
63,2022-10-31,3.76,5.31,9.0
64,2022-11-01,3.7657142857142856,5.314285714285714,9.142857142857142
65,2022-11-02,3.7714285714285714,5.3185714285714285,9.285714285714286
66,2022-11-03,3.777142857142857,5.322857142857143,9.428571428571429
67,2022-11-04,3.7828571428571425,5.3271428571428565,9.571428571428571
68,2022-11-05,3.7885714285714283,5.331428571428571,9.714285714285714
69,2022-11-06,3.794285714285714,5.335714285714285,9.857142857142858
70,2022-11-07,3.8,5.34,10.0
71,2022-11-08,3.7957142857142854,5.3428571428571425,10.142857142857142
72,2022-11-09,3.7914285714285714,5.345714285714286,10.285714285714286
73,2022-11-10,3.787142857142857,5.348571428571429,10.428571428571429
74,2022-11-11,3.782857142857143,5.351428571428571,10.571428571428571
75,2022-11-12,3.7785714285714285,5.354285714285714,10.714285714285714
76,2022-11-13,3.7742857142857145,5.357142857142858,10.857142857142858
77,2022-11-14,3.77,5.36,11.0
78,2022-11-15,3.7542857142857144,5.351428571428571,11.142857142857142
79,2022-11-16,3.7385714285714284,5.342857142857143,11.285714285714286
80,2022-11-17,3.722857142857143,5.3342857142857145,11.428571428571429
81,2022-11-18,3.7071428571428573,5.325714285714286,11.571428571428571
82,2022-11-19,3.6914285714285717,5.317142857142857,11.714285714285714
83,2022-11-20,3.6757142857142857,5.308571428571429,11.857142857142858
84,2022-11-21,3.66,5.3,12.0
85,2022-11-22,3.6442857142857146,5.288571428571428,12.142857142857142
86,2022-11-23,3.6285714285714286,5.277142857142857,12.285714285714286
87,2022-11-24,3.612857142857143,5.265714285714285,12.428571428571429
88,2022-11-25,3.597142857142857,5.2542857142857144,12.571428571428571
89,2022-11-26,3.5814285714285714,5.242857142857143,12.714285714285714
90,2022-11-27,3.5657142857142854,5.231428571428571,12.857142857142858
91,2022-11-28,3.55,5.22,13.0
92,2022-11-29,3.5285714285714285,5.2,13.142857142857142
93,2022-11-30,3.507142857142857,5.18,13.285714285714286
94,2022-12-01,3.4857142857142858,5.16,13.428571428571429
95,2022-12-02,3.464285714285714,5.14,13.571428571428571
96,2022-12-03,3.4428571428571426,5.12,13.714285714285714
97,2022-12-04,3.4214285714285713,5.1,13.857142857142858
98,2022-12-05,3.4,5.08,14.0
99,2022-12-06,3.38,5.057142857142857,14.142857142857142
100,2022-12-07,3.36,5.034285714285715,14.285714285714286
101,2022-12-08,3.34,5.011428571428572,14.428571428571429
102,2022-12-09,3.32,4.988571428571428,14.571428571428571
103,2022-12-10,3.3,4.965714285714285,14.714285714285714
104,2022-12-11,3.28,4.942857142857143,14.857142857142858
105,2022-12-12,3.26,4.92,15.0
106,2022-12-13,3.242857142857143,4.898571428571429,15.142857142857142
107,2022-12-14,3.2257142857142855,4.877142857142857,15.285714285714286
108,2022-12-15,3.2085714285714286,4.855714285714286,15.428571428571429
109,2022-12-16,3.1914285714285713,4.834285714285714,15.571428571428571
110,2022-12-17,3.1742857142857144,4.812857142857142,15.714285714285714
111,2022-12-18,3.157142857142857,4.791428571428571,15.857142857142858
112,2022-12-19,3.14,4.77,16.0
113,2022-12-20,3.1342857142857143,4.757142857142857,16.142857142857142
114,2022-12-21,3.1285714285714286,4.744285714285714,16.285714285714285
115,2022-12-22,3.1228571428571428,4.731428571428571,16.428571428571427
116,2022-12-23,3.1171428571428574,4.718571428571428,16.571428571428573
117,2022-12-24,3.1114285714285717,4.7057142857142855,16.714285714285715
118,2022-12-25,3.105714285714286,4.692857142857142,16.857142857142858
119,2022-12-26,3.1,4.68,17.0
120,2022-12-27,3.1171428571428574,4.68,17.142857142857142
121,2022-12-28,3.1342857142857143,4.68,17.285714285714285
122,2022-12-29,3.1514285714285717,4.68,17.428571428571427
123,2022-12-30,3.1685714285714286,4.68,17.571428571428573
124,2022-12-31,3.185714285714286,4.68,17.714285714285715
125,2023-01-01,3.202857142857143,4.68,17.857142857142858
126,2023-01-02,3.22,4.68,18.0
