,Date,Regular,Diesel,date_encoding
0,2022-08-29,3.85,5.06,0.0
1,2022-08-30,3.6380596910610454,1.7300441215364946,0.14285714285714285
2,2022-08-31,4.258623445466998,4.915957352345112,0.2857142857142857
3,2022-09-01,4.858016874277748,3.544169366241708,0.42857142857142855
4,2022-09-02,3.2169841973719,7.938523206882909,0.5714285714285714
5,2022-09-03,5.150060790533107,5.202383429009123,0.7142857142857143
6,2022-09-04,2.636367186250858,4.759440695900754,0.8571428571428571
7,2022-09-05,3.79,5.07,1.0
8,2022-09-06,5.558512377660756,5.345071287267215,1.1428571428571428
9,2022-09-07,5.442395049941842,6.134075804652026,1.2857142857142858
10,2022-09-08,3.2418353975642167,2.5515395036238804,1.4285714285714286
11,2022-09-09,6.091951964632736,3.3506029603902405,1.5714285714285714
12,2022-09-10,1.4293754755408217,2.2822900710076586,1.7142857142857142
13,2022-09-11,1.107624612657355,6.401965007299534,1.8571428571428572
14,2022-09-12,3.72,5.01,2.0
15,2022-09-13,4.585668339486412,5.269179222896969,2.142857142857143
16,2022-09-14,1.5316693015019145,4.688781555354634,2.2857142857142856
17,2022-09-15,2.8219957271339,6.09843428231831,2.4285714285714284
18,2022-09-16,3.5682891108911896,3.8169060095227767,2.5714285714285716
19,2022-09-17,3.252865945110992,4.581374638444456,2.7142857142857144
20,2022-09-18,5.072661140623351,5.832068591125011,2.857142857142857
21,2022-09-19,3.68,4.95,3.0
22,2022-09-20,4.800949029912964,3.4377371995739843,3.142857142857143
23,2022-09-21,3.2463245061713226,6.528041412314314,3.2857142857142856
24,2022-09-22,2.0490247686274445,4.1068041110895015,3.4285714285714284
25,2022-09-23,5.774968969738257,7.961393615130881,3.5714285714285716
26,2022-09-24,3.736046469407861,6.340034863521716,3.7142857142857144
27,2022-09-25,4.239404524803673,6.300144548580899,3.857142857142857
28,2022-09-26,3.73,4.9,4.0
29,2022-09-27,3.514680903696609,5.883243472572139,4.142857142857143
30,2022-09-28,6.668049085620787,3.6093702770342135,4.285714285714286
31,2022-09-29,4.724449776443699,5.58138044811903,4.428571428571429
32,2022-09-30,2.639450533456423,5.564032717471678,4.571428571428571
33,2022-10-01,2.6552721630294647,2.0042970390649284,4.714285714285714
34,2022-10-02,4.834027864956242,5.706816732861574,4.857142857142857
35,2022-10-03,3.8,4.87,5.0
36,2022-10-04,2.492252968850533,4.899015736956113,5.142857142857143
37,2022-10-05,3.3564220286678403,5.502645102378539,5.285714285714286
38,2022-10-06,2.3830179484570424,3.7252810923115662,5.428571428571429
39,2022-10-07,5.233047639179638,2.3064219295500235,5.571428571428571
40,2022-10-08,2.3244197792490007,2.703147664093568,5.714285714285714
41,2022-10-09,4.385900279050994,3.704639121517234,5.857142857142857
42,2022-10-10,3.92,5.06,6.0
43,2022-10-11,4.610248254479938,3.5499870756219263,6.142857142857143
44,2022-10-12,2.6112571371840096,4.392357523573911,6.285714285714286
45,2022-10-13,4.16862636400048,4.201066231523848,6.428571428571429
46,2022-10-14,3.1116976737453803,1.2302033969369082,6.571428571428571
47,2022-10-15,5.582509916519618,3.3297967545675555,6.714285714285714
48,2022-10-16,2.9278920780969866,4.7092668642963424,6.857142857142857
49,2022-10-17,3.89,5.28,7.0
50,2022-10-18,2.084099836183027,5.990429083691579,7.142857142857143
51,2022-10-19,2.9618082550179503,6.447218917868632,7.285714285714286
52,2022-10-20,4.980836717957627,5.082098659552565,7.428571428571429
53,2022-10-21,3.8538242449459217,6.504667855947741,7.571428571428571
54,2022-10-22,2.42890865362944,4.898152300404606,7.714285714285714
55,2022-10-23,5.121528072145157,4.13735300983662,7.857142857142857
56,2022-10-24,3.79,5.33,8.0
57,2022-10-25,3.6709333163725084,5.993773387792048,8.142857142857142
58,2022-10-26,6.671255459563863,6.110062899585566,8.285714285714286
59,2022-10-27,3.7612918645332876,4.535391626450335,8.428571428571429
60,2022-10-28,5.536274249814927,6.635687353776618,8.571428571428571
61,2022-10-29,5.067952279547402,8.42652911322193,8.714285714285714
62,2022-10-30,4.321201828316465,6.316962884157311,8.857142857142858
63,2022-10-31,3.76,5.31,9.0
64,2022-11-01,3.6971430876563085,4.765182226305459,9.142857142857142
65,2022-11-02,4.487947661414652,4.259814506969252,9.285714285714286
66,2022-11-03,3.2656973394822284,8.618221335749835,9.428571428571429
67,2022-11-04,3.1637353093740397,5.465680483048231,9.571428571428571
68,2022-11-05,3.713843020899355,6.590382113779205,9.714285714285714
69,2022-11-06,5.752602079237085,7.250364276591621,9.857142857142858
70,2022-11-07,3.8,5.34,10.0
71,2022-11-08,5.349435335043205,6.386786602810447,10.142857142857142
72,2022-11-09,-0.012046623531393408,3.862691332077702,10.285714285714286
73,2022-11-10,2.97989314598384,4.817385116837565,10.428571428571429
74,2022-11-11,3.8798886331708413,5.297576526048847,10.571428571428571
75,2022-11-12,5.158303694343418,3.7679102430532594,10.714285714285714
76,2022-11-13,4.892007983481598,4.308380999940148,10.857142857142858
77,2022-11-14,3.77,5.36,11.0
78,2022-11-15,4.958827928541886,5.166464812222459,11.142857142857142
79,2022-11-16,4.331120384719011,3.4488043298207023,11.285714285714286
80,2022-11-17,4.628319609687321,5.8822336240780455,11.428571428571429
81,2022-11-18,3.485380054631892,7.891399299550642,11.571428571428571
82,2022-11-19,1.453514892882442,6.739670994149542,11.714285714285714
83,2022-11-20,3.7508021033540357,5.312119882011017,11.857142857142858
84,2022-11-21,3.66,5.3,12.0
85,2022-11-22,4.18311178278015,4.643278978973987,12.142857142857142
86,2022-11-23,4.777385200271256,6.199691959022473,12.285714285714286
87,2022-11-24,2.0539186195562134,5.482110054501472,12.428571428571429
88,2022-11-25,1.345650119851376,4.489819302638749,12.571428571428571
89,2022-11-26,-1.625588199665756,7.0704579960501555,12.714285714285714
90,2022-11-27,2.5494464760781144,4.179007682558673,12.857142857142858
91,2022-11-28,3.55,5.22,13.0
92,2022-11-29,5.348178167163737,6.308301857378882,13.142857142857142
93,2022-11-30,4.6339199303899745,4.812348689621409,13.285714285714286
94,2022-12-01,2.831700366099937,5.179343377070567,13.428571428571429
95,2022-12-02,2.9728447521917856,5.364083786447613,13.571428571428571
96,2022-12-03,1.899971380492218,4.176399830730044,13.714285714285714
97,2022-12-04,1.4169669851962263,3.232276938288624,13.857142857142858
98,2022-12-05,3.4,5.08,14.0
99,2022-12-06,2.57178933418569,7.724309692155693,14.142857142857142
100,2022-12-07,1.8678545629592023,6.5092794940666066,14.285714285714286
101,2022-12-08,6.263307731422568,5.024572656019454,14.428571428571429
102,2022-12-09,4.346102181794548,5.529620763906088,14.571428571428571
103,2022-12-10,2.041971171371469,4.546469197160463,14.714285714285714
104,2022-12-11,4.001261567286409,3.515336662310885,14.857142857142858
105,2022-12-12,3.26,4.92,15.0
106,2022-12-13,3.555758861943368,5.912856209313038,15.142857142857142
107,2022-12-14,2.5470576208861258,5.552421560692926,15.285714285714286
108,2022-12-15,3.0276084189111545,3.346903005338399,15.428571428571429
109,2022-12-16,3.7188144863733696,6.646406348730807,15.571428571428571
110,2022-12-17,4.0133353915198455,6.252708107022665,15.714285714285714
111,2022-12-18,4.245823509730329,3.3853854759908826,15.857142857142858
112,2022-12-19,3.14,4.77,16.0
113,2022-12-20,0.06754006775476062,5.113139961950003,16.142857142857142
114,2022-12-21,0.04801180701799135,6.038862640052361,16.285714285714285
115,2022-12-22,4.732107344411411,6.288533683745043,16.428571428571427
116,2022-12-23,4.919336415817384,2.1472321064445707,16.571428571428573
