,Date,Regular,Diesel,date_encoding
0,2022-08-29,3.85,5.06,0.0
1,2022-08-30,,,0.14285714285714285
2,2022-08-31,,,0.2857142857142857
3,2022-09-01,,,0.42857142857142855
4,2022-09-02,,,0.5714285714285714
5,2022-09-03,,,0.7142857142857143
6,2022-09-04,,,0.8571428571428571
7,2022-09-05,3.79,5.07,1.0
8,2022-09-06,,,1.1428571428571428
9,2022-09-07,,,1.2857142857142858
10,2022-09-08,,,1.4285714285714286
11,2022-09-09,,,1.5714285714285714
12,2022-09-10,,,1.7142857142857142
13,2022-09-11,,,1.8571428571428572
14,2022-09-12,3.72,5.01,2.0
15,2022-09-13,,,2.142857142857143
16,2022-09-14,,,2.2857142857142856
17,2022-09-15,,,2.4285714285714284
18,2022-09-16,,,2.5714285714285716
19,2022-09-17,,,2.7142857142857144
20,2022-09-18,,,2.857142857142857
21,2022-09-19,3.68,4.95,3.0
22,2022-09-20,,,3.142857142857143
23,2022-09-21,,,3.2857142857142856
24,2022-09-22,,,3.4285714285714284
25,2022-09-23,,,3.5714285714285716
26,2022-09-24,,,3.7142857142857144
27,2022-09-25,,,3.857142857142857
28,2022-09-26,3.73,4.9,4.0
29,2022-09-27,,,4.142857142857143
30,2022-09-28,,,4.285714285714286
31,2022-09-29,,,4.428571428571429
32,2022-09-30,,,4.571428571428571
33,2022-10-01,,,4.714285714285714
34,2022-10-02,,,4.857142857142857
35,2022-10-03,3.8,4.87,5.0
36,2022-10-04,,,5.142857142857143
37,2022-10-05,,,5.285714285714286
38,2022-10-06,,,5.428571428571429
39,2022-10-07,,,5.571428571428571
40,2022-10-08,,,5.714285714285714
41,2022-10-09,,,5.857142857142857
42,2022-10-10,3.92,5.06,6.0
43,2022-10-11,,,6.142857142857143
44,2022-10-12,,,6.285714285714286
45,2022-10-13,,,6.428571428571429
46,2022-10-14,,,6.571428571428571
47,2022-10-15,,,6.714285714285714
48,2022-10-16,,,6.857142857142857
49,2022-10-17,3.89,5.28,7.0
50,2022-10-18,,,7.142857142857143
51,2022-10-19,,,7.285714285714286
52,2022-10-20,,,7.428571428571429
53,2022-10-21,,,7.571428571428571
54,2022-10-22,,,7.714285714285714
55,2022-10-23,,,7.857142857142857
56,2022-10-24,3.79,5.33,8.0
57,2022-10-25,,,8.142857142857142
58,2022-10-26,,,8.285714285714286
59,2022-10-27,,,8.428571428571429
60,2022-10-28,,,8.571428571428571
61,2022-10-29,,,8.714285714285714
62,2022-10-30,,,8.857142857142858
63,2022-10-31,3.76,5.31,9.0
64,2022-11-01,,,9.142857142857142
65,2022-11-02,,,9.285714285714286
66,2022-11-03,,,9.428571428571429
67,2022-11-04,,,9.571428571428571
68,2022-11-05,,,9.714285714285714
69,2022-11-06,,,9.857142857142858
70,2022-11-07,3.8,5.34,10.0
71,2022-11-08,,,10.142857142857142
72,2022-11-09,,,10.285714285714286
73,2022-11-10,,,10.428571428571429
74,2022-11-11,,,10.571428571428571
75,2022-11-12,,,10.714285714285714
76,2022-11-13,,,10.857142857142858
77,2022-11-14,3.77,5.36,11.0
78,2022-11-15,,,11.142857142857142
79,2022-11-16,,,11.285714285714286
80,2022-11-17,,,11.428571428571429
81,2022-11-18,,,11.571428571428571
82,2022-11-19,,,11.714285714285714
83,2022-11-20,,,11.857142857142858
84,2022-11-21,3.66,5.3,12.0
85,2022-11-22,,,12.142857142857142
86,2022-11-23,,,12.285714285714286
87,2022-11-24,,,12.428571428571429
88,2022-11-25,,,12.571428571428571
89,2022-11-26,,,12.714285714285714
90,2022-11-27,,,12.857142857142858
91,2022-11-28,3.55,5.22,13.0
92,2022-11-29,,,13.142857142857142
93,2022-11-30,,,13.285714285714286
94,2022-12-01,,,13.428571428571429
95,2022-12-02,,,13.571428571428571
96,2022-12-03,,,13.714285714285714
97,2022-12-04,,,13.857142857142858
98,2022-12-05,3.4,5.08,14.0
99,2022-12-06,,,14.142857142857142
100,2022-12-07,,,14.285714285714286
101,2022-12-08,,,14.428571428571429
102,2022-12-09,,,14.571428571428571
103,2022-12-10,,,14.714285714285714
104,2022-12-11,,,14.857142857142858
105,2022-12-12,3.26,4.92,15.0
106,2022-12-13,,,15.142857142857142
107,2022-12-14,,,15.285714285714286
108,2022-12-15,,,15.428571428571429
109,2022-12-16,,,15.571428571428571
110,2022-12-17,,,15.714285714285714
111,2022-12-18,,,15.857142857142858
112,2022-12-19,3.14,4.77,16.0
113,2022-12-20,,,16.142857142857142
114,2022-12-21,,,16.285714285714285
115,2022-12-22,,,16.428571428571427
116,2022-12-23,,,16.571428571428573
117,2022-12-24,,,16.714285714285715
118,2022-12-25,,,16.857142857142858
119,2022-12-26,3.1,4.68,17.0
120,2022-12-27,,,17.142857142857142
121,2022-12-28,,,17.285714285714285
122,2022-12-29,,,17.428571428571427
123,2022-12-30,,,17.571428571428573
124,2022-12-31,,,17.714285714285715
125,2023-01-01,,,17.857142857142858
126,2023-01-02,3.22,4.68,18.0
127,2023-01-03,,,18.142857142857142
128,2023-01-04,,,18.285714285714285
129,2023-01-05,,,18.428571428571427
130,2023-01-06,,,18.571428571428573
131,2023-01-07,,,18.714285714285715
132,2023-01-08,,,18.857142857142858
133,2023-01-09,3.28,4.65,19.0
134,2023-01-10,,,19.142857142857142
135,2023-01-11,,,19.285714285714285
136,2023-01-12,,,19.428571428571427
137,2023-01-13,,,19.571428571428573
